献立日,曜日,小学校献立名,小学校食品名,小学校食品群,エネルギー,たんぱく質
"2024/6/27","木","えびとレタスのスープ","ベーコン","赤","",""
"2024/6/27","木","えびとレタスのスープ","たまねぎ","緑","",""
"2024/6/27","木","えびとレタスのスープ","にんじん","緑","",""
"2024/6/27","木","えびとレタスのスープ","レタス","緑","",""
"2024/6/27","木","えびとレタスのスープ","マカロニ(ABC)","黄","",""
"2024/6/27","木","えびとレタスのスープ","コンソメスープ","","",""
"2024/6/27","木","えびとレタスのスープ","うすくちしょうゆ","","",""
"2024/6/27","木","えびとレタスのスープ","こしょう","","",""
"2024/6/27","木","えびとレタスのスープ","せいしゅ","","",""
"2024/6/27","木","えびとレタスのスープ","水","","",""
"2024/6/28","金","むぎいりごはん","ごはん","黄","659","22.3"
"2024/6/28","金","むぎいりごはん","むぎ","黄","",""
"2024/6/28","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/28","金","ポークカレー","ぶたにく","赤","",""
"2024/6/28","金","ポークカレー","だいず","赤","",""
"2024/6/28","金","ポークカレー","にんじん","緑","",""
"2024/6/28","金","ポークカレー","たまねぎ","緑","",""
"2024/6/28","金","ポークカレー","しめじ","緑","",""
"2024/6/28","金","ポークカレー","じゃがいも","黄","",""
"2024/6/28","金","ポークカレー","カレールウ","","",""
"2024/6/28","金","ポークカレー","水（ミキサー用）","","",""
"2024/6/28","金","ポークカレー","トマトケチャップ","","",""
"2024/6/28","金","ポークカレー","リンゴピューレ","緑","",""
"2024/6/28","金","ポークカレー","ウスターソース","","",""
"2024/6/28","金","ポークカレー","コンソメスープ","","",""
"2024/6/28","金","ポークカレー","あかワイン","","",""
"2024/6/28","金","ポークカレー","こしょう","","",""
"2024/6/28","金","ポークカレー","こめあぶら","黄","",""
"2024/6/28","金","ポークカレー","水","","",""
"2024/6/28","金","かいそうサラダ","ササミ","赤","",""
"2024/6/28","金","かいそうサラダ","わかめ","赤","",""
"2024/6/28","金","かいそうサラダ","くきわかめ","赤","",""
"2024/6/28","金","かいそうサラダ","きゅうり","緑","",""
"2024/6/28","金","かいそうサラダ","わふうドレッシング","黄","",""
"2024/6/28","金","ふくじんづけ","ふくじんづけ","緑","",""
